Date,Actual_Variance,GARCH_Forecast_Variance,SVR_Forecast_Variance
2025-02-06,0.1746037235292214,0.7752813802146538,0.2207136710297035
2025-02-07,0.5561453452948713,0.7355318371029268,0.2051044568069081
2025-02-10,0.0686390513909145,0.8034844924043227,0.2828464276459321
2025-02-11,0.1181618971999048,0.7625107666571949,0.3192210729179912
2025-02-12,0.4179504991325722,0.7234932985536232,0.2033756770335012
2025-02-13,0.2783541859944884,0.697659568362169,0.2827009112959989
2025-02-14,0.0525612769550003,0.6646843251766926,0.1838732789896566
2025-02-18,0.114770017384407,0.6317202914308379,0.1713978049412486
2025-02-19,0.1036109461918982,0.6001070383871422,0.1988636575694716
2025-02-20,0.3040054590263703,0.5699630719584798,0.2143449586412181
2025-02-21,0.465356920458118,0.5674981145430071,0.1644929451642661
2025-02-24,0.3974125328955999,0.8745862435453297,0.3570337180303406
2025-02-25,0.918298596448592,0.8585989033563715,0.6317962036763839
2025-02-26,0.8104248659105847,0.8405488039004989,0.4744704106742476
2025-02-27,0.9968132875921744,0.7965444335799614,0.6937381802747357
2025-02-28,1.0714030113018476,1.038187721255054,0.643144376797972
2025-03-03,2.8542783782598025,0.9896976034174588,0.5244501426491048
2025-03-04,2.478674909162337,1.299026315597061,0.5547064456618868
2025-03-05,1.6477581445490157,1.4015821526981704,0.9780140720759803
2025-03-06,1.25857679283935,1.319251515712936,0.6184197459338814
2025-03-07,1.8503824074506063,1.6261582228452631,0.7453293290582397
2025-03-10,2.152346784783518,1.5162049254119685,1.0564084013704842
2025-03-11,1.7443794920966906,2.33743805773003,0.9310358165937752
2025-03-12,1.3956077314965551,2.239606818075345,1.0167717531897051
2025-03-13,0.7421823552106972,2.0759274246944823,0.6683688543342472
2025-03-14,0.3610431904165603,2.175283570478699,1.0160334230445085
2025-03-17,0.6273819865486496,2.0618815474611725,0.8685988394752661
2025-03-18,0.3156780189468433,1.921172187253972,0.4999123753535159
2025-03-19,1.1269401915817434,1.9354175468194863,0.5416555701951962
2025-03-20,0.9348457714146546,1.8121732733237343,0.6267129115961478
2025-03-21,0.5578692389961658,1.7022890349530435,0.5354527236404443
2025-03-24,0.2060854619386723,1.59468825884895,0.3994721616531262
2025-03-25,0.1055169018176469,1.5034165262570414,0.241251570010323
2025-03-26,0.7939545528631066,1.4112715029719929,0.2413578191532506
2025-03-27,0.5780735297716736,1.4750088765788476,0.3068759402536434
2025-03-28,0.8550726703123624,1.400145970282458,0.5540366630374282
2025-03-31,2.242404571977875,1.7723761811886505,0.5366010697817976
2025-04-01,1.1940787037166152,1.6609256602672342,0.9105519586726026
2025-04-02,1.4228300479391065,1.5583466735731126,0.6222421044345067
2025-04-03,0.7861239986274298,1.4645656244941645,0.6775041855981574
2025-04-04,2.363360745706529,4.217543623990834,0.8326601678982898
2025-04-07,31.550262849702836,9.051983096402065,0.8031498385457134
2025-04-08,18.001473329762145,8.240509830963422,0.82190656331156
2025-04-09,17.872902919033397,7.894162243116241,0.8438336693694022
2025-04-10,9.338774000034356,8.102681618145844,0.8598640950827404
2025-04-11,3.0024211462985178,9.29765739220191,0.8641899340662097
2025-04-14,1.5887424459128714,8.495536176899062,0.8633838248463886
2025-04-15,0.6657244707601121,7.75760218254828,0.8560953530628702
2025-04-16,3.3319567744374567,7.108550824121938,0.8650931628649222
2025-04-17,0.8731172191859861,7.271566596188806,1.1656565097995095
2025-04-21,2.4297367032750685,6.672714651818781,0.8535791872075529
2025-04-22,0.9792456925939604,6.9470279574023195,1.0211321393080195
2025-04-23,2.1456990347845255,6.416596072276269,0.9929187184897094
2025-04-24,0.9394649526570172,5.9142810109051815,0.9087218501349316
2025-04-25,0.7050469148800194,5.460346919016578,0.7340448860180676
2025-04-28,1.1899670847678891,5.0284144059963705,0.878333185124041
2025-04-29,0.3748991822591975,4.62686744846107,0.6395023120229428
2025-04-30,3.029007856298468,4.254130311608884,0.627515950685129
2025-05-01,0.5441629677886399,3.9035648782621912,0.5321298424226455
2025-05-02,0.3303465419125667,3.574906786577104,0.4683891654584166
2025-05-05,0.3704056426419944,3.28942601486207,0.3468257663764963
2025-05-06,0.6395136917114357,3.063539326184837,0.391233079392171
2025-05-07,0.8819218229633814,2.8816561968955834,0.6049136693340776
2025-05-08,1.1132784217725114,2.6031966690433888,0.5523993042199312
2025-05-09,0.3049360885098789,2.3381377647495114,0.5867545330879214
2025-05-12,0.3639409071494043,2.07928056436279,0.4625176859339694
2025-05-13,0.4322271877070658,2.1584231457518332,0.5661797777520284
2025-05-14,0.1690638935503221,1.9518763802561507,0.5301667599956306
2025-05-15,0.2549096583159418,1.7377580731071938,0.4430761418359942
2025-05-16,0.2794330108378507,1.5358626660096577,0.6327358467316013
2025-05-19,0.3509414348692041,1.365298153994535,0.6434431462433808
2025-05-20,0.2707473402175812,1.181096005201152,0.1891137078582161
2025-05-21,1.1866217795631282,1.0608067194455169,0.2337543965050278
2025-05-22,0.398701846694901,1.4913374592665056,0.4256111471095479
2025-05-23,0.5230611457352439,1.3473448858299564,0.574855124635406
2025-05-27,0.2044068208765289,1.3061171452454057,0.7907354221791929
2025-05-28,0.3306068811986219,1.259550240129368,0.4784881668252452
2025-05-29,0.6035021836532376,1.2014629942246606,0.3498484008889611
2025-05-30,0.8827325745686749,1.0891081734024473,0.383717017623716
2025-06-02,0.6590689252293652,0.9853339193227352,0.3980752726261299
2025-06-03,0.2761398682494604,0.8937064938729439,0.4703172621067737
2025-06-04,0.0759347181727763,0.8157821306863544,0.1942739776075736
2025-06-05,0.633650238199714,0.7395779674883275,0.1697071841676598
2025-06-06,0.1842328464273471,0.7348423370112679,0.2540787086752827
2025-06-09,0.1017960329429099,0.6905231116602228,0.2120140316299662
2025-06-10,0.1628749943871766,0.6311068991782125,0.2212454454165057
2025-06-11,0.3698051619793889,0.5835340775753974,0.1924199940577494
2025-06-12,0.1048847436167526,0.5564353348116696,0.2493632063159838
2025-06-13,0.4914282622178474,0.5151823913260101,0.2755136030392456
2025-06-16,0.2114614169392572,0.7323230721090587,0.3530384292878783
2025-06-17,0.2331237290569218,0.6798171610928182,0.4224953423741632
2025-06-18,0.2936228221642546,0.7642395453722255,0.4650593030681666
2025-06-20,0.4920524521854614,0.7077378331098089,0.4426486920493737
2025-06-23,0.6902453395419255,0.6676160089997085,0.4269440649059657
2025-06-24,0.1440434564147657,0.6220930098230806,0.3490769095488416
2025-06-25,0.0936023351932239,0.5827607840338718,0.1721129201164847
2025-06-26,0.1190602497668172,0.5439655079957113,0.1352734226216314
2025-06-27,0.3524882581477858,0.5113319004648021,0.149719825591732
2025-06-30,0.1960955534355979,0.4801983266887236,0.2174928777221266
2025-07-01,0.1286122827131764,0.4521224106551408,0.1842597314523903
2025-07-02,0.0878252577435134,0.4300875929783643,0.1811881048300774
2025-07-03,0.0792228360826949,0.4066795865507933,0.2086811566806466
2025-07-07,0.3965603109516485,0.3893656888303656,0.1446383013267902
2025-07-08,0.0729805035045689,0.4927981274839774,0.2639773292790728
2025-07-09,0.142960895564449,0.4660020920787092,0.2903264564360854
2025-07-10,0.1729105177286032,0.4401823869111892,0.2738379465027777
2025-07-11,0.1279838528191805,0.4158989888415312,0.2222537531148646
2025-07-14,0.1307373936324841,0.4189745107099617,0.2456448298035572
2025-07-15,0.20214310270944,0.3964565572976533,0.2195055167649958
2025-07-16,0.5609839055965277,0.4108848648602773,0.2317641305334765
2025-07-17,0.1149341676262794,0.3892148274139461,0.2481124800301489
2025-07-18,0.0905682082370681,0.3704066829356701,0.1839501605586451
2025-07-21,0.1304501822252572,0.3528122686043928,0.1628683994866679
2025-07-22,0.1483301052008938,0.3359272483973008,0.1801754096264556
2025-07-23,0.1332933594630091,0.3204211905523036,0.1760404681607702
2025-07-24,0.0503623673998443,0.310877804695422,0.1509125952089373
2025-07-25,0.0584734704181116,0.2976114047474478,0.1274170264288204
2025-07-28,0.0723669770833364,0.2862436473131384,0.1207645231589441
2025-07-29,0.1376240415139329,0.2749768206400585,0.1498138213131765
2025-07-30,0.4145103221795644,0.2875406882621305,0.1807345999944308
2025-07-31,0.4862000992132788,0.2817148651931561,0.1832347919319439
2025-08-01,0.47307064086205,0.30364679586444,0.2189580614593382
2025-08-04,0.1081346067743858,0.7884415045632396,0.4311104180099571
2025-08-05,0.2660879909755788,0.737691029370634,0.3828893081024729
2025-08-06,0.2107250069539046,0.7292488044352446,0.4324408907831362
2025-08-07,0.6689787095970737,0.6720453485269623,0.4191552216796143
2025-08-08,0.0847817756207589,0.6226684155400729,0.4483642751225034
2025-08-11,0.2037776853268445,0.578168098528953,0.2829597962339544
2025-08-12,0.2090029055554415,0.5532804583656942,0.200591964128833
2025-08-13,0.1474233473491477,0.5180838599609835,0.1808806836831635
2025-08-14,0.1083509612523738,0.4839023707739794,0.136354589261941
2025-08-15,0.1164169265919448,0.4533548657567686,0.1506233736915911
2025-08-18,0.0358952258884221,0.4468850514498697,0.2198099177598445
2025-08-19,0.269327387386624,0.4207301518849065,0.242291305113437
